id,title,summary,source,url,published_at,scraped_at,category,sentiment,sentiment_score,priority,language,keywords
62efc2831d4a,Nama AstraZeneca Memiliki Arti Jalan Menuju Kematian,Di media sosial beredar sebuah narasi yang mengklaim bahwa arti nama vaksin Covid-19 AstraZeneca adalah jalan menuju kematian.,KlinikHoaks Jatim,https://klinikhoaks.jatimprov.go.id/post/nama-astrazeneca-memiliki-arti-jalan-menuju-kematian-682d753cc6f89,2025-05-17T14:00:00+07:00,2026-05-11T07:11:01.273942+00:00,Crisis,Negative,-1.0,Critical,id,"nama, astrazeneca, arti, jalan, menuju"
4858434288a7,"Kanker Paru Jadi Ancaman Serius, Angka Kematiannya Tinggi di Indonesia",Kanker paru-paru merupakan salah satu jenis kanker yang paling umum terjadi di Indonesia. Angka kejadian (insidensi) dan kematiannya (mortalitas) tercatat sebagai yang tertinggi di antara seluruh jenis kanker di Tanah Air.,Detik Health,https://health.detik.com/berita-detikhealth/d-8044079/kanker-paru-jadi-ancaman-serius-angka-kematiannya-tinggi-di-indonesia,2025-08-04T09:00:00+07:00,2026-05-11T07:11:01.272829+00:00,Product,Negative,-1.0,High,id,"kanker, paru, angka, indonesia, kematiannya"
1f2b0afbb01f,Cara Astrazeneca Bantu RI Atasi Penyakit Kanker Hingga Paru-Paru,Astrazeneca Indonesia menjadi perusahaan farmasi dan biofarmasi asal Inggris yang berfokus pada sains dan telah beroperasi di Indonesia lebih dari 54 tahun.,CNBC Indonesia,https://www.cnbcindonesia.com/news/20250723112931-8-651463/videocara-astrazeneca-bantu-ri-atasi-penyakit-kanker-hingga-paru-paru,2025-07-23T11:29:00+07:00,2026-05-11T07:11:01.268628+00:00,Product,Positive,1.0,High,id,"astrazeneca, indonesia, penyakit, paru, beroperasi"
fb91dd380895,AstraZeneca - Kemenkes kolaborasi tangani penyakit tidak menular,"AstraZeneca, perusahaan biofarmasi global, bersama Kementerian Kesehatan (Kemenkes) memperkuat kerjasama dalam penanganan penyakit tidak menular di tanah air.",ANTARA News,https://www.antaranews.com/berita/4866961/astrazeneca-kemenkes-kolaborasi-tangani-penyakit-tidak-menular,2025-05-27T15:30:00+07:00,2026-05-11T07:11:01.269894+00:00,Regulatory,Positive,1.0,High,id,"penyakit, menular, kesehatan, astrazeneca, kemenkes"
fe2d29632473,"Ada Kabar Buruk, AstraZeneca Gagal Uji Coba Obat Kanker Payudara",Obat kanker payudara dari Astrazeneca gagal dalam uji coba yang dilakukan. Hal ini diungkapkan langsung oleh perusahaan farmasi asal Inggris-Swedia ini.,CNBC Indonesia,https://www.cnbcindonesia.com/lifestyle/20240618163549-33-547278/ada-kabar-buruk-astrazeneca-gagal-uji-coba-obat-kanker-payudara,2024-06-18T16:35:00+07:00,2026-05-11T07:11:01.271357+00:00,Product,Negative,-1.0,High,id,"kanker, obat, payudara, coba, astrazeneca"
b99995767a20,Bentuk Upaya AstraZeneca Melindungi Generasi Muda Indonesia dari Penyakit Tidak Menular,"Kerjasama antara Kementerian Kesehatan Republik Indonesia dengan AstraZeneca diperpanjang untuk supaya corporate social responsibility (CSR) dan dana-dana grant bisa disalurkan. Dana grant tersebut disalurkan sifatnya lebih ke promotif preventif, edukasi di masyarakat.",Liputan6,https://www.liputan6.com/health/read/5212501/bentuk-upaya-astrazeneca-melindungi-generasi-muda-indonesia-dari-penyakit-tidak-menular-termasuk-kanker,2023-02-21T16:00:00+07:00,2026-05-11T07:11:01.276540+00:00,Regulatory,Neutral,0.0,High,id,"generasi, muda, indonesia, penyakit, menular"
8bc3cfdbd6ca,Kemenkes – AstraZeneca Indonesia Perluas Kerja Sama Promotif Preventif,Kementerian Kesehatan RI dan PT AstraZeneca Indonesia memperluas kerja sama bidang kesehatan. Kali ini kerja sama lebih mengarah ke upaya promotif preventif untuk pencegahan penyakit.,Sehat Negeriku - Kemenkes,https://sehatnegeriku.kemkes.go.id/baca/rilis-media/20230221/1342438/kemenkes-astrazeneca-indonesia-perluas-kerja-sama-promotif-preventif/,2023-02-21T10:00:00+07:00,2026-05-11T07:11:01.275330+00:00,Regulatory,Positive,1.0,High,id,"kerja, sama, kesehatan, pencegahan, penyakit"
2f50eef206de,"AI Masuk Dunia Medis, Deteksi Kanker Jadi Lebih Cepat",Pemanfaatan kecerdasan buatan atau Artificial Intelligence (AI) mulai masuk ke ruang diagnostik kanker di Indonesia. Teknologi ini digunakan sebagai first reader atau pembaca awal dalam proses skrining dan analisis kanker payudara serta kanker paru.,CNBC Indonesia,https://www.cnbcindonesia.com/lifestyle/20260226101303-33-714066/ai-masuk-dunia-medis-deteksi-kanker-jadi-lebih-cepat,2026-02-26T10:13:00+07:00,2026-05-11T07:11:01.267292+00:00,Corporate,Neutral,0.0,Normal,id,"kanker, teknologi, masuk, pemanfaatan, indonesia"
